TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,189346,,3,25,2,12,15,8.33,4.72,10,4,105,6,21,56,3,11,22,A,1,39,,U,U,53600 ,27,36006 
1,103111,10,1,1,0,0,15,15,15,,19,19,10,17,15,4,4,6,F,0,44,30,F,H,50900 ,19,51667 
0,103174,,1,1,1,1,15,15,15,15,24,24,7,17,15,3,7,6,N,0,42,25,F,U,71400 ,41,41685 
0,103173,,10,27,6,16,3,3.4,3.13,3.67,15,109,13,33,70,6,17,31,S,1,43,75,F,H,48000 ,35,48846 
0,103219,,2,2,1,1,16,13,13,10,19,31,10,24,22,4,10,9,A,0,49,55,M,U,47400 ,28,54405 
1,103260,10,3,18,1,7,10,10,8.78,10,25,89,10,29,64,5,14,24,A,1,39,31,M,U,58900 ,25,0 
0,103238,,8,39,6,19,5,6.38,4.92,5.83,18,119,11,32,79,6,17,32,S,1,36,77,F,U,44600 ,26,52970 
1,103290,16,3,15,2,9,10,11.33,9.6,12,18,130,13,31,69,6,14,30,S,1,24,71,M,H,73600 ,47,47917 
1,103298,15,2,2,0,0,15,12.5,12.5,,26,31,9,22,23,4,4,8,A,0,42,26,F,H,58800 ,26,45529 
0,103310,,1,5,1,3,25,25,40.4,25,23,97,12,31,65,6,15,27,A,0,25,82,F,H,65300 ,17,45529 
0,103301,,3,5,3,5,20,22,19.2,22,24,42,12,31,37,6,16,16,A,0,38,60,M,U,58800 ,27,45529 
1,103330,50,2,6,2,4,20,20,10.33,20,21,75,12,31,46,6,15,19,A,0,34,52,F,H,91500 ,22,61313 
0,103320,,6,7,3,3,6,4.5,4.29,4.67,16,32,13,30,29,6,14,12,A,1,27,47,F,H,42300 ,19,61313 
0,103316,,2,2,2,2,25,17.5,17.5,17.5,18,29,13,27,24,6,13,11,A,0,27,29,F,U,42300 ,19,61313 
0,190842,,2,9,1,7,17,16,11.44,15,26,101,10,30,59,5,15,26,A,1,24,47,F,U,53100 ,22,61313 
0,1505,,5,8,4,4,10,14,12.88,15,19,52,25,46,69,11,21,26,A,0,44,,M,U,85600 ,39,0 
0,103350,,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,31,63,M,H,47500 ,0,0 
1,103416,15,2,2,0,0,16,13,13,,18,27,11,25,21,5,5,10,N,0,36,43,M,U,40600 ,53,42595 
1,103488,10,7,23,3,13,2.5,7.5,5.43,8.33,15,126,11,26,50,4,11,19,S,1,36,67,F,H,47600 ,36,37876 
1,103468,15,2,10,0,5,15,11.5,7.1,,18,91,13,34,42,6,6,20,A,0,36,56,F,U,47600 ,36,37876 
1,103527,4,10,15,8,10,4,4.5,4.27,4.38,21,45,11,30,36,6,17,17,S,1,51,47,M,U,39200 ,40,46750 
1,103535,15,1,3,0,1,20,10,13.33,,16,39,12,27,31,5,5,11,A,0,51,59,F,U,36500 ,29,39375 
1,103543,11,4,28,2,12,12,9.5,9.21,7.5,18,130,8,24,59,4,12,24,S,1,53,78,M,H,40200 ,47,31883 
1,103566,26,2,15,0,8,21,21,15.73,,18,129,13,34,81,6,6,32,A,1,36,76,M,H,41700 ,45,41084 
1,103590,15,2,3,0,1,20,17.5,15,,20,41,12,32,34,6,6,14,A,0,53,,M,U,39700 ,36,0 
1,103593,10,1,18,1,8,12,12,8.5,12,18,113,12,30,71,5,13,28,A,1,53,82,F,U,39700 ,36,0 
1,103613,15,2,4,2,3,15,15,9.25,15,25,41,10,27,32,5,14,14,A,0,43,59,F,H,27500 ,29,24464 
1,103644,10,3,7,1,3,5,4.33,6,5,16,52,15,35,43,6,15,17,A,0,36,,F,U,37600 ,40,0 
0,103664,,1,1,1,1,20,20,20,20,15,15,8,9,9,3,4,4,E,0,51,,M,U,34400 ,37,27273 
0,103679,,1,1,0,0,25,25,25,,20,20,11,17,16,5,5,6,F,0,45,,M,U,48100 ,39,37703 
0,103707,,4,4,3,3,10,8.75,8.75,8.33,17,24,14,24,24,6,11,9,N,1,45,59,M,U,41000 ,34,42450 
1,112247,25,1,3,0,0,25,25,23.33,,18,52,13,32,41,6,6,18,A,0,28,48,F,H,64300 ,49,42870 
1,103728,13,3,14,3,11,13,9.67,5.57,9.67,16,129,13,33,67,5,14,28,A,1,49,71,M,H,49100 ,35,40847 
1,189462,10,2,22,1,10,12,11,8.95,12,17,113,12,31,73,5,13,27,A,1,48,36,F,U,67700 ,40,35682 
0,103756,,1,1,1,1,15,15,15,15,16,16,10,15,12,4,6,5,F,0,45,49,M,H,41500 ,33,36566 
0,103774,,6,7,4,4,6,7.33,7,7.75,19,34,13,29,28,6,14,12,A,1,40,55,M,H,69500 ,52,41648 
0,103842,,2,9,1,6,25,23,16.67,25,18,75,13,35,58,6,17,24,A,1,51,,F,H,39000 ,32,34897 
0,103856,,1,6,1,4,15,15,10.67,15,18,125,15,30,59,5,11,22,F,1,51,,F,U,27800 ,33,0 
1,103857,15,2,6,1,4,15,20,17.5,25,19,76,13,35,59,6,17,22,A,0,51,,M,U,27800 ,33,0 
1,103872,20,1,1,1,1,20,20,20,20,16,16,13,18,15,5,7,6,F,0,53,63,F,H,29000 ,29,32880 
1,100132,15,2,12,2,8,15,15,10,15,17,96,13,32,66,6,15,26,S,1,16,73,F,H,39300 ,25,35932 
1,103913,11,10,14,7,9,12,10.7,9.21,10.43,16,45,14,33,38,6,17,17,S,1,53,43,F,U,29700 ,24,0 
1,103926,5,5,24,3,14,9,7.8,6.21,7.67,18,127,6,24,71,3,11,28,S,1,48,17,M,H,47200 ,32,29081 
1,103920,5,4,7,2,2,5,6.25,5.71,5,15,28,8,20,19,4,10,8,A,0,53,43,M,U,32500 ,32,29081 
1,114820,10,5,17,4,9,10,8.4,6.29,8,19,118,9,26,47,4,13,17,S,1,39,,F,U,45900 ,35,0 
1,103953,5,4,19,3,8,2.5,2.63,2.32,2.67,15,113,8,17,48,4,9,16,A,0,39,,F,U,86800 ,30,45281 
0,103979,,3,4,2,2,5,11.67,11.25,10,16,35,15,31,29,6,13,12,A,1,43,79,M,H,48400 ,34,41165 
1,103982,15,7,17,5,11,14,14.86,11.82,14.6,22,105,13,33,69,6,17,29,S,1,43,64,M,H,48600 ,32,41165 
1,104004,10,3,12,3,8,10,10,6.83,10,19,102,13,33,65,6,15,30,A,1,53,70,U,H,61900 ,37,33469 
1,104049,3,5,12,4,8,5,3.4,3.17,3.5,17,69,13,24,46,6,12,17,S,1,53,,M,U,36700 ,50,29464 
0,104059,,3,4,2,2,5,6,5.25,4,15,29,12,24,22,5,10,9,A,0,48,59,F,U,41900 ,45,36081 
1,104108,11,5,19,4,12,5,15.2,11.79,17.75,19,123,13,34,74,6,17,32,S,1,22,70,F,H,60900 ,15,33947 
0,103943,,3,6,1,2,11,10,8.17,9,17,56,14,32,42,6,13,15,A,1,39,,F,U,36300 ,35,0 
0,104174,,5,15,1,6,8,8.4,6.27,8,16,129,13,32,66,6,14,25,S,1,24,62,F,H,68800 ,44,49134 
1,104177,15,3,7,0,2,5,8.33,6.43,,15,103,10,26,55,4,4,25,A,0,13,55,F,H,98500 ,39,49134 
0,104181,,4,17,1,7,5,5,3.74,5,19,128,6,21,54,3,10,22,A,1,24,,F,U,86800 ,36,49134 
1,104170,5,5,25,2,10,5,5,3.72,7.5,19,97,11,32,66,5,15,27,S,1,24,81,M,H,88900 ,44,49134 
0,104176,,3,27,2,16,10,10,8.44,10,17,125,9,24,72,4,13,29,A,1,24,37,F,U,81600 ,36,49134 
1,104214,11,2,36,2,19,11,10,8.19,10,16,127,13,31,82,5,13,30,A,1,28,66,M,H,61800 ,31,42043 
0,104195,,4,4,3,3,15,13,13,13.33,16,32,13,30,29,6,14,12,A,0,24,51,F,H,79300 ,21,42043 
1,103876,20,2,3,1,2,20,13.5,10.67,20,21,40,12,30,32,6,14,13,A,0,28,67,F,H,61300 ,53,42043 
1,104234,18,3,14,1,6,12,11.33,9.14,11,19,119,12,33,65,5,15,27,A,1,14,42,M,H,91500 ,30,62413 
1,104236,10,3,3,1,1,10,10,10,10,15,23,11,21,19,5,9,8,N,0,36,59,M,H,30000 ,39,40400 
0,104237,,1,1,1,1,15,15,15,15,19,19,10,15,12,4,6,5,F,0,36,,M,U,39800 ,31,0 
0,104248,,1,1,1,1,15,15,15,15,17,17,10,14,12,4,6,5,F,0,44,68,M,H,82400 ,34,66016 
0,104260,,7,20,3,12,8,8.29,7.8,8,18,110,13,35,75,6,17,29,S,1,36,37,F,U,46700 ,43,57169 
1,104259,15,3,10,2,7,15,15,9.1,15,22,91,12,34,60,6,17,26,A,1,36,49,F,H,47700 ,49,57169 
1,104267,5,5,16,4,12,2,5.4,4.44,6.25,19,128,11,30,68,5,15,29,S,1,43,,M,U,28400 ,25,43125 
0,104271,,7,21,4,14,5,7.14,6.1,7.5,16,123,14,35,76,6,17,33,S,1,44,73,F,U,65900 ,33,55476 
0,104323,,2,2,0,0,15,10,10,,17,31,10,22,21,4,4,7,A,0,30,87,F,H,38900 ,37,40039 
0,104334,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,25,,F,U,78700 ,5,62843 
0,104364,,2,2,1,1,15,12.5,12.5,15,16,20,14,21,19,6,9,7,N,0,26,47,F,U,35300 ,58,50805 
1,104401,15,2,14,2,10,15,15,10.36,15,22,105,8,20,56,5,13,25,A,1,22,70,F,H,85000 ,19,68359 
1,104394,10,5,5,2,2,10,7.6,7.6,8,16,32,14,30,29,6,13,11,A,1,24,62,F,H,95800 ,26,68359 
1,104442,35,2,6,1,3,35,32.5,23.33,30,19,74,13,35,54,6,17,23,A,0,14,51,F,H,217200 ,25,60858 
1,104427,15,1,1,0,0,20,20,20,,20,20,10,16,15,4,4,5,F,0,46,51,F,H,85700 ,34,60858 
1,185525,21,2,6,2,5,0,18,12.33,18,8,52,12,31,43,6,16,18,A,1,14,48,M,H,107600 ,22,60858 
0,4432,,3,11,3,7,16,14.67,17.64,14.67,21,67,13,32,73,6,16,25,A,1,14,56,F,H,217200 ,25,60858 
1,104467,3,10,11,5,5,3,3.6,3.55,3,17,39,13,31,31,6,16,14,A,1,26,65,M,U,64000 ,29,74245 
0,104487,,3,11,1,7,20,13.67,8.36,11,18,130,13,33,63,6,16,28,A,1,45,61,F,H,28400 ,34,41981 
0,101699,,7,21,5,14,10,10.14,6.71,9.8,17,91,15,35,69,6,17,27,S,1,41,74,U,U,28400 ,34,0 
1,104505,25,3,3,2,2,10,10,10,7.5,23,33,11,28,26,5,13,11,A,0,49,59,F,H,67100 ,47,56296 
1,186965,13,2,15,1,6,10,13,9.87,14,6,110,18,37,76,6,15,32,A,1,53,66,F,H,27100 ,34,35536 
1,104721,10,4,11,2,4,11,9.5,7.36,8.5,19,77,12,33,52,6,17,22,A,0,18,30,F,U,141900 ,25,0 
0,104534,,2,3,1,2,23,24,19.33,25,20,42,13,33,34,6,16,15,A,0,35,80,M,U,89500 ,26,83758 
0,104533,,5,5,3,3,13,9.8,9.8,9.67,17,33,14,30,28,6,13,11,A,0,35,57,U,U,111000 ,30,0 
0,104587,,1,2,1,1,50,50,50,50,15,16,13,18,15,5,7,6,F,0,25,,F,U,37400 ,26,0 
1,104606,10,6,15,5,8,10,8.67,8.27,8.6,17,57,11,25,45,6,16,21,S,1,16,67,F,H,54700 ,32,37239 
0,104605,,4,7,1,1,14,13.5,12.71,15,20,51,15,34,44,6,15,18,S,1,16,,F,U,44100 ,33,0 
0,104632,,4,18,0,10,6,6,5.35,,15,129,11,30,67,5,5,29,S,1,21,,U,U,48900 ,27,0 
0,104629,,2,4,1,2,17,16,11.5,15,18,57,7,22,31,4,12,13,A,0,33,75,M,U,43900 ,28,0 
0,1789,,10,25,6,11,10,10,9,10,17,65,11,31,64,5,16,26,S,1,33,79,M,U,61300 ,49,46044 
1,104905,15,2,7,0,2,15,15,11.43,,19,45,14,35,42,6,6,16,A,0,12,43,F,H,87700 ,33,54151 
1,104732,10,5,14,2,7,8,6.6,6.29,7.5,18,114,13,31,69,6,14,29,A,0,18,83,F,H,60500 ,25,51738 
0,7799,,2,30,2,12,9,10,8.33,10,5,126,34,53,129,7,17,36,A,1,9,6,F,U,64100 ,28,51738 
1,104747,10,1,15,0,7,10,10,8,,26,113,9,27,66,4,4,24,A,1,2,84,F,U,70600 ,29,0 
1,104755,16,3,7,2,3,10,11.33,8.29,12,15,62,13,31,46,6,14,18,A,0,13,77,M,H,141300 ,38,88082 
1,14898,15,3,14,1,5,12,11.33,9.86,11,26,93,10,29,71,4,13,22,A,1,13,83,M,U,393900 ,40,74381 
0,98796,,5,13,2,7,10,9.2,6.69,10,15,81,15,35,60,6,15,21,S,1,36,,F,H,183500 ,26,122751 
0,104801,,5,19,1,6,10,10.2,7.89,11,26,91,10,32,67,5,16,27,A,1,14,47,F,H,184300 ,29,122751 
1,104848,7,5,17,4,8,9,7.4,5.24,7.5,17,80,12,26,45,5,14,20,S,1,15,82,F,H,99300 ,24,62206 
0,104829,,1,1,1,1,23,23,23,23,16,16,12,17,14,5,7,6,F,0,13,47,M,H,92600 ,38,62206 
0,104876,,1,10,1,10,25,25,11.8,25,21,113,12,27,66,6,13,26,A,1,14,,M,U,114100 ,32,0 
1,104891,23,2,10,1,6,20,15,12.6,15,17,86,13,33,54,6,17,25,S,1,17,80,M,U,74000 ,24,0 
0,104916,,12,19,8,11,20,14.83,13.79,14.63,18,53,15,33,46,6,17,18,S,1,35,,F,U,145100 ,28,0 
1,282,20,1,9,1,1,20,20,8.44,20,20,87,14,27,39,5,10,13,F,0,35,30,M,H,111700 ,27,89077 
0,4956,,4,32,4,20,25,14.5,8.34,14.5,17,130,13,32,101,6,16,32,S,1,0,87,M,H,87300 ,0,78595 
0,104968,,13,55,7,24,4,4.23,4.65,4.43,15,129,11,31,79,5,16,32,S,1,49,,M,U,50600 ,40,0 
1,104969,5,3,3,3,3,9,8,8,8,16,24,13,24,22,6,11,9,N,1,36,69,F,H,51900 ,47,35728 
0,188435,,2,7,0,3,20,32.5,17,,6,69,17,36,54,8,8,22,A,1,0,,M,H,40900 ,0,35728 
0,186668,,2,14,1,9,10,11,8.14,10,5,119,16,31,62,6,13,23,S,1,27,84,F,H,58600 ,26,45798 
0,105013,,2,7,0,4,25,22.5,13.71,,18,93,13,31,55,6,6,22,A,1,49,45,F,U,66600 ,35,0 
0,105029,,8,13,4,5,7,7.44,6.58,7.39,15,40,12,32,35,6,17,16,A,1,0,,U,U,71500 ,0,0 
1,105068,7,5,23,2,10,5,5.4,5.3,6,17,127,13,34,71,6,16,29,A,1,43,,U,U,73100 ,36,53164 
0,105072,,5,19,3,10,9,6.8,6.47,6,15,131,12,29,68,5,12,29,S,1,42,51,F,H,57600 ,30,42206 
1,105144,3,5,8,4,5,3,4.2,4,4.5,16,40,12,30,32,5,14,14,A,1,30,,F,U,42400 ,54,44626 
1,105180,14,3,17,1,12,14,14.33,10,14,22,114,11,32,75,5,15,29,A,1,35,59,F,H,58600 ,16,79189 
0,105214,,1,3,0,1,20,20,11.67,,18,57,12,27,34,6,6,13,A,0,22,,M,U,86200 ,30,0 
0,105213,,4,7,1,1,10,12,10,8,18,43,13,32,37,6,16,16,S,1,35,,F,U,85600 ,31,61188 
0,105251,,2,12,1,7,16,15,10,16,20,105,13,33,63,6,15,24,A,0,40,36,M,H,67400 ,35,62235 
0,105248,,5,7,3,4,5,5,4.71,5,16,52,14,32,35,6,13,13,A,1,35,63,F,H,73500 ,35,62235 
1,6304,20,5,18,3,8,20,18,12.06,16.67,18,79,23,43,78,6,16,24,A,1,46,85,M,H,50000 ,29,34004 
0,105275,,1,1,1,1,20,20,20,20,20,20,10,16,14,4,7,6,F,0,36,,M,U,24500 ,23,0 
0,105295,,4,5,3,3,10,9.5,9.6,9,17,30,13,26,23,6,12,10,A,1,45,,M,U,25800 ,30,36661 
0,105296,,2,3,1,2,15,12,9,15,17,40,12,30,29,5,13,12,A,0,45,,M,U,25800 ,30,36661 
1,105305,6,5,20,5,11,4,5.2,4.75,5.2,21,113,11,30,71,6,16,29,A,1,53,,M,U,24900 ,31,0 
1,190560,5,6,22,2,12,3,4.17,3.73,4.5,8,125,17,38,74,7,17,33,S,1,0,71,M,U,22000 ,33,45776 
1,105325,6,10,37,6,20,5,3.2,2.45,2.67,17,126,10,31,67,6,17,31,S,1,36,,F,U,22700 ,29,38997 
1,105331,20,2,2,0,0,20,12.5,12.5,,18,30,11,24,21,4,4,8,A,0,45,49,M,H,23700 ,56,40250 
1,105347,15,4,12,1,4,15,12.5,8.42,10,16,74,12,32,55,6,16,23,A,1,36,51,F,U,26300 ,31,40680 
1,105371,20,3,17,1,11,20,16.67,17.18,10,20,105,13,35,77,6,17,29,S,1,53,65,U,U,20800 ,32,0 
1,105393,10,8,16,5,10,15,18.63,17.31,17.8,16,102,15,37,70,6,17,28,A,1,25,73,F,U,34500 ,21,42901 
0,105383,,4,5,4,5,15,9.5,8.2,9.5,15,41,8,24,28,4,12,12,A,1,34,79,F,U,75200 ,26,42901 
0,114575,,2,8,2,5,21,18.5,8.38,18.5,24,88,13,35,57,6,17,24,A,0,21,,F,U,48200 ,30,42901 
0,19829,,2,2,0,0,17,11,11,,18,32,4,10,10,2,2,4,A,0,32,81,F,H,32000 ,32,39946 
0,105415,,2,6,0,2,20,17.5,11.67,,18,104,13,31,60,6,6,25,A,0,53,80,F,U,17700 ,28,31136 
1,105431,25,2,5,2,3,25,18.5,11.4,18.5,24,41,13,31,34,6,15,14,A,0,48,54,M,U,33200 ,37,0 
1,105459,5,8,12,6,6,3,5.5,5.17,5.33,15,43,14,33,35,6,16,14,S,1,53,,F,U,20500 ,32,40125 
1,189199,25,3,3,1,1,20,16.67,16.67,10,18,33,4,11,11,2,6,6,E,0,37,,F,U,63600 ,44,0 
1,188304,10,7,20,5,10,25,10.57,10.55,10.8,6,89,21,41,74,8,19,28,S,1,36,73,F,H,37600 ,34,55212 
0,105546,,2,8,0,4,18,17,11.5,,18,92,12,31,52,5,5,22,A,1,34,63,F,H,82900 ,34,67123 
0,105579,,1,1,1,1,15,15,15,15,21,21,9,16,14,3,6,5,F,0,42,33,M,U,80600 ,21,0 
0,105616,,4,20,2,10,15,15,12.25,15,15,125,15,37,81,6,17,34,A,1,45,75,M,U,37500 ,35,0 
0,105641,,3,11,2,7,12,10.67,8,10,18,63,13,33,51,6,15,20,A,0,36,86,M,U,38000 ,34,0 
1,105650,10,2,12,1,7,10,10,4.33,10,21,117,12,28,58,6,12,23,A,0,40,78,F,H,49100 ,43,47321 
0,2162,,4,13,2,8,7,10.5,9.69,10,19,93,19,35,78,9,16,28,A,1,36,,U,U,46300 ,36,47321 
1,105660,5,2,7,1,3,10,12.5,9,10,24,80,12,33,51,6,16,22,A,0,46,,M,U,43000 ,29,0 
0,105691,,1,2,1,2,20,20,15,20,16,57,10,16,26,5,8,11,A,0,37,65,M,H,63800 ,46,44096 
1,105484,15,3,3,3,3,10,7.33,7.33,7.33,17,24,13,23,23,6,11,9,N,1,48,,F,U,40300 ,40,0 
1,105709,5,13,46,9,25,6,5.77,4.22,5.33,15,128,13,33,83,5,16,33,S,1,36,62,M,H,38600 ,43,46344 
0,105707,,1,15,0,6,10,10,8.53,,17,121,13,32,67,6,6,28,A,1,36,,F,U,39800 ,29,46344 
1,160716,7,8,26,5,14,5,5.63,4.89,5.8,17,121,14,33,73,6,17,30,S,1,25,,F,U,31700 ,15,0 
0,105735,,3,33,2,15,14,12.67,9.67,12,26,129,11,32,82,4,14,31,A,1,16,82,F,U,49000 ,34,41642 
1,2320,6,8,31,6,17,3,4.63,3.84,4.5,16,88,22,43,81,10,21,31,S,1,20,16,F,H,63400 ,32,41642 
1,105741,20,2,10,2,6,20,20,17,20,22,76,12,33,61,6,16,23,A,1,16,53,M,H,58100 ,34,48976 
1,104367,5,5,6,4,4,8,7.2,7.67,7,18,28,12,25,24,6,13,11,A,1,14,43,M,U,85800 ,26,78577 
0,105755,,2,3,0,1,20,18.5,17.33,,26,43,10,30,34,5,5,14,A,0,11,75,F,H,134700 ,34,83262 
0,105768,,3,6,1,3,32,25.67,16.33,25,18,45,13,35,40,6,17,17,A,0,16,34,F,U,60100 ,39,52025 
0,10564,,2,7,1,3,20,18,14.57,20,22,105,16,36,77,6,15,25,A,0,17,77,F,H,45200 ,26,52025 
0,2687,,8,31,7,21,3,6.5,6.23,6.43,8,126,25,45,92,9,19,36,S,1,22,72,F,H,62900 ,0,46449 
1,105827,20,6,19,3,8,25,16.17,12.89,20,6,69,29,48,77,12,21,28,A,1,30,47,F,H,35100 ,38,35700 
1,105823,2.5,5,10,3,4,5,8,6.5,6.67,15,65,18,37,67,6,15,23,A,1,12,51,M,U,73800 ,23,61057 
0,114000,,3,28,2,19,12,12,9.5,12,15,128,12,32,79,5,14,32,S,1,43,62,F,U,90200 ,35,61057 
0,9641,,2,14,1,5,25,17,15.43,14,6,88,33,54,102,7,17,23,A,0,12,79,M,H,73800 ,42,61057 
0,179196,,5,8,4,4,21,17.2,14.5,17.75,16,40,14,34,38,6,16,15,A,1,14,37,M,U,72200 ,25,0 
0,105861,,2,6,1,2,29,29,24.17,29,21,69,13,35,56,6,17,22,A,0,30,59,M,H,34700 ,32,35541 
0,105867,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,30,,F,U,45800 ,23,26413 
0,105888,,1,2,0,0,15,15,10,,18,30,10,22,20,4,4,7,A,0,0,,M,H,45200 ,0,40830 
1,105815,20,5,5,3,3,20,14.8,14.8,13.33,18,35,13,31,29,6,15,13,A,1,30,47,M,U,45200 ,21,40830 
1,105930,5,4,23,3,13,5,6.25,5.52,6.67,19,130,6,24,58,3,12,23,S,1,18,40,U,U,67200 ,28,0 
1,105923,7,5,21,4,14,9,7.4,5.86,8,17,111,13,28,56,6,13,24,S,1,16,82,F,H,48100 ,33,44472 
1,5822,11,3,40,1,12,5,9.67,6.08,10,20,125,19,39,111,5,14,31,A,1,18,68,F,H,51300 ,47,44472 
1,105984,10,3,6,2,4,20,16,12.17,17,21,74,7,26,41,4,13,17,A,0,11,40,F,U,169900 ,27,77756 
0,106018,,9,28,6,17,9,7.56,6.61,7.17,18,126,12,30,69,6,17,33,S,1,51,63,F,U,22400 ,34,0 
0,106058,,2,7,0,3,20,20,9.71,,19,90,13,33,54,6,6,23,A,1,36,58,F,U,30700 ,25,0 
0,106053,,1,4,0,1,20,20,11.25,,26,53,10,30,40,5,5,17,A,0,41,69,F,H,24000 ,19,38207 
0,106139,,1,16,0,4,14,14,10,,26,122,9,28,71,4,4,28,A,0,53,42,M,U,26300 ,40,45315 
1,106161,4,8,29,7,19,6,4.75,4.97,4.86,16,130,8,24,69,4,13,31,S,1,53,65,F,U,17200 ,40,39375 
1,106190,20,1,13,0,9,10,10,7.31,,26,130,9,26,70,4,4,30,A,1,45,69,M,H,40400 ,32,35625 
0,106209,,8,10,7,8,6,5.88,5.6,5.71,17,41,12,29,34,6,16,15,S,1,41,68,M,U,28800 ,49,34161 
0,106204,,3,3,2,2,15,12.67,12.67,11.5,18,30,10,23,20,5,11,9,A,0,31,79,F,H,25100 ,33,34161 
1,106235,5,4,18,1,8,5,5,5,5,18,125,7,22,53,4,11,24,S,1,38,79,M,U,49800 ,27,53283 
0,106249,,4,16,2,10,12,12.75,8.94,14.5,15,126,15,35,78,6,16,31,S,1,53,,F,U,22300 ,28,39861 
0,106285,,0,1,0,0,20,0,20,,19,19,10,10,12,4,4,4,F,0,45,,F,U,21800 ,23,0 
0,106308,,5,11,2,6,10,10.4,9,11,18,101,15,27,55,6,12,21,A,1,45,79,M,U,37000 ,34,41058 
0,106318,,4,7,3,4,10,10.5,9.14,11.67,18,57,12,31,42,6,15,16,S,1,53,17,F,U,19900 ,30,34702 
0,106366,,2,3,1,2,20,17.5,15,15,17,41,13,33,35,6,15,15,A,0,46,54,M,U,24600 ,27,45137 
1,106384,8,11,55,8,25,9,9.45,8.78,9.5,17,129,12,32,89,5,16,33,S,1,42,,F,H,57900 ,27,46556 
1,106430,14,4,10,3,6,15,13,10,13,20,102,14,34,67,6,15,25,A,0,36,46,F,U,58900 ,53,42176 
1,4991,23,1,14,1,6,23,23,16.79,23,15,64,15,33,77,5,13,21,L,1,39,77,F,H,43600 ,27,42565 
1,191134,5,10,18,4,8,5,5.45,5.81,6.25,15,51,13,34,47,5,15,21,S,1,41,,F,U,43100 ,20,42565 
1,106488,26,7,15,4,8,25,25.71,21.07,25,15,103,15,36,73,6,17,29,S,1,49,,F,U,40500 ,25,0 
1,106508,20,4,4,2,2,13,12,12,11.5,18,33,12,30,28,6,14,12,A,0,35,83,F,H,44000 ,27,41216 
0,106507,,4,4,2,2,10,10,10,10,19,33,12,29,27,6,14,12,A,0,41,48,F,U,37800 ,26,41216 
1,106583,5,6,21,5,16,10,8.33,5.55,8,20,123,13,32,74,6,17,34,S,1,49,77,M,H,33700 ,28,42554 
1,106610,15,1,8,1,6,15,15,10.5,15,24,93,9,28,56,4,12,22,A,1,36,68,M,U,47500 ,49,0 
0,106600,,3,4,0,0,10,9,8,,18,30,12,25,22,6,6,9,A,0,37,73,F,U,66300 ,51,46615 
1,10031,10,2,14,1,4,10,10,7.29,11,10,63,31,51,75,6,15,20,S,1,37,67,F,H,45600 ,35,46615 
1,76076,10,7,16,5,9,26,13.43,9.44,14.8,20,65,14,35,50,6,17,21,A,1,49,36,F,U,104900 ,30,0 
1,106633,5,8,14,7,10,5,5.13,5.29,5,19,53,13,34,45,6,17,18,S,1,46,51,M,H,45000 ,33,52917 
1,106639,15,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,12,77,F,H,68100 ,46,72781 
1,106649,26,1,5,0,1,26,26,19.6,,26,65,10,31,51,5,5,20,A,0,14,35,F,H,82700 ,37,72781 
1,7852,10,3,22,2,9,7,8.67,8.86,8,6,125,34,51,112,7,14,31,S,1,39,,F,U,50300 ,0,51510 
0,106686,,5,15,4,12,10,10,7.33,10,16,120,14,35,73,7,17,32,S,1,42,7,M,U,38400 ,27,47917 
0,106685,,2,17,1,11,10,8.5,5.24,7,18,130,11,24,62,4,9,25,A,1,45,82,F,U,44000 ,35,47917 
0,106820,,3,4,3,4,50,38.67,31.5,38.67,18,40,13,34,37,6,16,15,A,1,13,72,F,H,22500 ,46,34048 
0,106698,,3,3,2,2,7,7.33,7.33,6,16,23,12,22,22,5,9,8,N,1,8,47,F,H,39700 ,31,42851 
0,107006,,4,18,2,8,15,12.5,10.33,9,19,56,13,35,55,6,17,22,S,1,18,53,F,U,41700 ,42,37922 
0,106785,,2,10,1,8,25,18.5,8.8,25,24,119,13,33,64,6,15,29,A,0,10,84,F,H,23200 ,35,27443 
0,106786,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,10,,F,H,21000 ,34,25382 
0,106808,,3,22,0,9,10,10,17.41,,15,127,11,31,80,5,5,31,A,1,35,60,M,H,84900 ,25,42885 
1,6028,15,4,43,2,13,20,16.5,13.58,13,27,125,14,36,100,5,16,31,A,1,13,47,M,H,245800 ,46,59190 
0,106910,,4,6,2,3,20,13.75,13.33,15,18,40,13,33,35,6,16,15,S,1,25,,F,H,89200 ,37,85777 
0,12328,,4,5,2,2,100,55,48,60,24,36,24,45,52,6,16,14,A,1,18,38,F,U,57300 ,30,0 
1,106862,10,5,21,2,12,5,5,3.76,5,15,106,10,30,68,5,14,30,S,1,18,46,F,H,60000 ,36,58776 
