ID,Gender,Height_cm,Weight_kg,Shoe size_cm
4809,Male,179,84,28.5
4810,Female,156,63,23
4811,Male,169,77,27.5
4812,Male,183,91,29
4813,Male,171,71,28
4814,Male,172,84,28
4815,Male,181,91,29
4816,Female,170,71,25
4817,Female,167,68,24.5
4818,Male,179,94,28.5
4819,Female,163,64,23.5
4820,Male,168,82,26.5
4821,Male,195,108,31
4822,Male,165,71,27.5
4823,Male,168,75,27.5
4824,Female,168,73,25
4825,Female,164,57,25.5
4826,Male,156,61,26
4827,Female,148,49,22
4828,Male,173,83,28
4829,Male,168,74,26.5
4830,Male,186,93,29.5
4831,Male,172,79,27
4832,Male,179,84,28.5
4833,Female,166,58,24.5
4834,Female,168,72,25
4835,Female,156,54,23
4836,Female,165,65,24.5
4837,Female,166,63,24.5
4838,Female,150,46,22
4839,Male,169,79,27.5
4840,Male,164,72,27
4841,Female,156,55,23
4842,Male,190,113,31
4843,Female,155,58,22
4844,Female,169,69,25
4845,Male,167,76,27.5
4846,Female,159,59,23
4847,Male,175,79,28.5
4848,Female,159,53,23
4849,Male,173,86,28
4850,Female,153,53,22.5
4851,Female,155,52,22.5
4852,Male,175,88,28.5
4853,Female,165,68,24.5
4854,Female,167,68,24
4855,Female,163,62,24
4856,Male,174,89,28
4857,Male,175,84,28.5
4858,Male,173,91,28.5
4859,Female,168,67,24.5
4860,Female,159,61,23
4861,Female,162,55,24
4862,Male,181,95,29
4863,Male,170,79,28
4864,Female,163,60,24
4865,Female,165,63,24.5
4866,Female,157,63,23
4867,Male,170,86,28
4868,Male,177,86,28.5
4869,Female,172,72,25.5
4870,Male,186,95,29
4871,Female,154,56,22.5
4872,Male,176,83,28.5
4873,Female,163,63,24
4874,Female,156,58,23
4875,Male,165,67,27.5
4876,Male,167,72,27.5
4877,Male,175,80,28.5
4878,Male,175,84,27.5
4879,Male,175,78,28.5
4880,Female,153,61,22.5
4881,Female,162,68,24
4882,Female,156,59,23
4883,Female,138,32,19.5
4884,Male,168,74,27
4885,Female,154,57,22
4886,Female,156,53,23
4887,Female,159,55,23
4888,Female,158,55,23
4889,Male,184,89,29
4890,Female,152,50,22.5
4891,Male,170,76,27.5
4892,Male,171,85,29
4893,Female,156,55,23
4894,Female,164,64,24.5
4895,Male,180,94,29
4896,Male,180,86,29
4897,Female,171,70,25
4898,Female,173,72,25.5
4899,Male,172,83,28.5
4900,Male,166,66,27.5
4901,Male,191,101,30
4902,Male,187,100,29.5
4903,Male,176,80,28.5
4904,Male,180,85,29
4905,Male,177,92,28.5
4906,Female,168,69,25
4907,Male,178,88,28.5
4908,Male,185,91,29.5
4909,Male,181,90,29
4910,Male,173,80,28
4911,Female,154,58,23.5
4912,Male,170,77,28
4913,Female,167,67,24
4914,Female,165,66,24.5
4915,Male,165,71,27
4916,Female,162,57,24
4917,Female,159,54,23
4918,Male,173,78,28
4919,Female,155,53,22.5
4920,Female,156,56,23
4921,Female,156,57,23
4922,Female,149,46,22
4923,Female,156,58,23
4924,Male,179,89,29.5
4925,Female,160,59,24
4926,Male,183,85,29
4927,Female,167,68,24.5
4928,Female,160,63,24
4929,Male,177,90,28.5
4930,Female,172,71,25.5
4931,Female,166,67,24.5
4932,Female,161,60,24
4933,Male,175,98,29
4934,Female,148,43,21
4935,Male,187,98,29.5
4936,Male,177,91,28.5
4937,Male,172,82,28
4938,Female,170,71,25
4939,Male,177,85,28.5
4940,Female,161,62,24
4941,Female,164,73,24
4942,Male,163,70,27
4943,Female,164,62,24.5
4944,Male,177,95,29
4945,Female,161,58,24
4946,Male,180,93,29
4947,Female,176,75,26.5
4948,Female,164,66,24.5
4949,Male,188,96,29.5
4950,Female,154,54,22.5
4951,Male,171,85,28.5
4952,Male,170,86,28
4953,Male,181,91,29
4954,Male,174,89,28.5
4955,Male,171,74,28
4956,Female,166,66,24.5
4957,Male,181,85,29
4958,Male,174,77,28
4959,Male,181,87,29
4960,Male,170,85,28
4961,Female,152,49,23
4962,Female,156,52,23
4963,Female,164,74,24.5
4964,Female,167,63,24.5
4965,Male,179,85,28.5
4966,Female,161,58,24
4967,Male,179,90,29.5
4968,Male,170,78,28
4969,Female,171,65,25.5
4970,Female,153,51,22.5
4971,Male,182,99,29
4972,Female,150,53,22
4973,Female,163,64,24
4974,Female,167,71,24.5
4975,Male,176,79,28.5
4976,Female,160,56,24
4977,Female,167,67,24.5
4978,Male,179,88,28.5
4979,Male,186,100,29
4980,Female,157,51,23
4981,Female,173,69,25.5
4982,Female,162,64,25
4983,Male,177,80,28.5
4984,Male,171,80,28
4985,Female,168,71,25
4986,Female,157,53,22.5
4987,Female,168,58,25
4988,Male,181,88,29
4989,Female,163,65,24
4990,Female,161,64,24
4991,Female,167,77,24.5
4992,Male,177,91,28
4993,Female,173,69,25.5
4994,Male,175,79,28.5
4995,Male,168,82,27.5
4996,Female,163,58,24
4997,Female,167,65,24.5
4998,Male,168,79,27.5
4999,Female,165,65,24.5
5000,Female,173,74,25.5
5001,Female,171,66,24.5
5002,Male,177,91,28.5
5003,Female,170,64,25
5004,Female,165,59,24.5
5005,Male,169,77,27.5
5006,Male,179,83,28.5
5007,Male,175,84,28.5
5008,Male,176,87,28
5009,Female,172,68,25.5
5010,Female,163,66,24
5011,Female,155,52,22.5
5012,Female,171,72,25
5013,Male,186,102,29.5
5014,Female,162,63,24.5
5015,Female,169,63,24
5016,Male,173,84,28
5017,Female,170,71,25
5018,Male,182,91,28
5019,Female,152,56,23.5
5020,Male,171,65,28
5021,Female,153,50,22.5
5022,Male,174,86,28
5023,Female,153,56,22.5
5024,Male,172,84,28
5025,Male,188,103,29.5
5026,Male,178,97,29
5027,Female,159,58,23
5028,Female,168,70,25
5029,Male,164,76,27
5030,Male,185,101,29.5
5031,Male,169,73,27.5
5032,Male,179,84,28.5
5033,Male,175,83,28.5
5034,Female,165,64,24.5
5035,Male,183,89,29
5036,Female,162,59,24
5037,Male,177,93,28.5
5038,Female,156,55,22
5039,Female,158,56,23
5040,Female,176,82,26.5
5041,Female,150,52,22
5042,Female,166,64,24.5
5043,Male,178,92,28.5
5044,Male,176,77,28
5045,Female,151,55,22
5046,Male,183,97,29
5047,Female,166,73,24.5
5048,Female,168,78,25
5049,Male,178,84,28.5
5050,Male,170,84,28
5051,Male,161,72,27
5052,Female,154,49,22.5
5053,Female,166,67,24.5
5054,Female,165,68,24.5
5055,Female,173,80,25.5
5056,Female,160,59,24
5057,Male,176,85,28.5
5058,Male,171,75,28
5059,Male,196,109,
5060,Female,172,73,26.5
5061,Female,162,62,24
5062,Male,188,89,29.5
5063,Female,159,65,23
5064,Male,172,76,28
5065,Female,159,49,23
5066,Male,172,78,28
5067,Female,161,67,24
5068,Male,171,78,28
5069,Male,170,81,28
5070,Male,184,94,29
5071,Female,155,59,22.5
5072,Female,161,64,24
5073,Male,175,87,28.5
5074,Male,175,87,29
5075,Male,162,78,27
5076,Male,173,77,28.5
5077,Male,184,93,29.5
5078,Female,169,71,24
5079,Female,159,62,23
5080,Male,173,82,27.5
5081,Male,171,74,28.5
5082,Male,157,62,26
5083,Female,144,35,20.5
5084,Female,170,76,25
5085,Female,155,48,22.5
5086,Male,176,90,28.5
5087,Male,178,85,28.5
5088,Male,177,86,28.5
5089,Male,184,104,29.5
5090,Female,166,58,24.5
5091,Female,146,48,22
5092,Male,181,93,29
5093,Female,162,66,24
5094,Male,169,82,27.5
5095,Male,177,83,28.5
5096,Female,163,62,24
5097,Female,165,67,24.5
5098,Female,157,56,22.5
5099,Female,164,69,24.5
5100,Male,169,78,27.5
5101,Male,179,95,28.5
5102,Male,180,98,29.5
5103,Female,165,54,24
5104,Female,176,71,26.5
5105,Female,152,43,22.5
5106,Female,167,66,24.5
5107,Female,164,64,24.5
5108,Male,158,65,26
5109,Male,178,89,28.5
5110,Female,180,79,27.5
5111,Female,165,67,24.5
5112,Male,171,79,28
5113,Male,179,81,28.5
5114,Female,170,72,25
5115,Male,183,95,29
5116,Male,161,72,27
5117,Female,166,64,24.5
5118,Female,150,50,22
5119,Female,162,61,24
5120,Male,165,79,27.5
5121,Male,160,72,27
5122,Female,158,60,23
5123,Female,156,65,23
5124,Female,149,48,22
5125,Male,183,94,29
5126,Female,157,58,23
5127,Male,171,76,28
5128,Male,184,85,29
5129,Male,179,80,28.5
5130,Female,160,65,24
5131,Male,187,103,29.5
5132,Male,185,87,29.5
5133,Female,156,59,23
5134,Female,161,59,24
5135,Male,161,75,26.5
5136,Male,165,74,27.5
5137,Female,170,74,25
5138,Female,166,64,24.5
5139,Female,158,64,23
5140,Female,161,55,24
5141,Female,159,57,23
5142,Female,152,54,22.5
5143,Male,163,72,27
5144,Male,159,69,26
5145,Male,172,78,28
5146,Female,158,53,23
5147,Female,161,56,24
5148,Male,183,91,29.5
5149,Male,182,90,28.5
5150,Female,146,43,21
5151,Female,159,55,23
5152,Female,159,58,23
5153,Male,170,71,28
5154,Female,167,75,23.5
5155,Male,182,92,29
5156,Male,171,77,28
5157,Female,163,58,23
5158,Female,162,66,23
5159,Male,174,87,28
5160,Female,176,77,26.5
5161,Male,152,64,25
5162,Male,177,91,28.5
5163,Male,181,93,29
5164,Female,162,58,24
5165,Female,164,64,24.5
5166,Female,162,58,24
5167,Male,175,85,28
5168,Male,176,85,28.5
5169,Female,162,59,24
5170,Male,178,102,28.5
5171,Female,158,51,23
5172,Male,166,75,27.5
5173,Female,170,76,25
5174,Female,150,53,22
5175,Female,155,59,22.5
5176,Female,163,58,24
5177,Male,169,77,27.5
5178,Female,164,66,24.5
5179,Male,172,80,28
5180,Male,175,86,28.5
5181,Female,155,59,22.5
5182,Female,158,59,23
5183,Male,170,68,27.5
5184,Male,188,100,29.5
5185,Male,188,97,29.5
5186,Male,186,91,29.5
5187,Female,166,65,24.5
5188,Female,156,50,23
5189,Male,183,94,29
5190,Female,161,58,24
5191,Female,154,50,22.5
5192,Female,166,67,24.5
5193,Female,163,63,24
5194,Male,163,79,27
5195,Female,165,74,24.5
5196,Female,174,69,25.5
5197,Female,174,68,25.5
5198,Male,170,75,28
5199,Female,154,51,22.5
5200,Female,152,49,22.5
5201,Male,182,89,29
5202,Female,164,62,24.5
5203,Male,169,82,27.5
5204,Male,162,69,27
5205,Male,186,90,29.5
5206,Male,156,58,26
5207,Female,168,65,25
5208,Female,155,50,22.5
5209,Female,157,52,23
5210,Female,155,52,23
5211,Male,184,96,29
5212,Female,156,59,23.5
5213,Female,154,62,22.5
5214,Female,149,45,22
5215,Male,167,76,28
5216,Female,168,71,25
5217,Male,171,85,28
5218,Male,165,74,27.5
5219,Female,154,63,22.5
5220,Male,185,92,29.5
5221,Female,168,72,25.5
5222,Female,162,58,24
5223,Female,162,56,24
5224,Female,173,68,24.5
5225,Male,164,72,26.5
5226,Male,177,80,28.5
5227,Female,156,58,23
5228,Female,176,80,26.5
5229,Female,160,59,24
5230,Male,161,71,27
5231,Female,178,74,26.5
5232,Female,164,70,24.5
5233,Female,162,63,24
5234,Male,183,93,29
5235,Female,176,77,26.5
5236,Female,171,77,25
5237,Male,174,85,27.5
5238,Female,172,78,25
5239,Female,152,50,22.5
5240,Female,166,68,24.5
5241,Male,186,101,29.5
5242,Male,177,90,28
5243,Female,159,68,23
5244,Male,180,92,29
5245,Female,153,57,22.5
5246,Female,157,49,23.5
5247,Male,174,80,27
5248,Female,162,66,24
5249,Female,172,77,25.5
5250,Male,164,75,27
5251,Male,173,76,28
5252,Male,163,71,27
5253,Female,160,61,23
5254,Female,163,59,24
5255,Male,177,80,28.5
5256,Female,167,72,24.5
5257,Female,166,66,24.5
5258,Male,183,95,29
5259,Male,194,106,30
5260,Male,174,82,28
5261,Female,166,65,24.5
5262,Male,182,101,29.5
5263,Male,173,83,28
5264,Female,161,62,24
5265,Female,159,45,23
5266,Male,178,92,28
5267,Female,164,64,24.5
5268,Female,149,45,22
5269,Female,157,63,23
5270,Female,159,55,22
5271,Female,165,66,24.5
5272,Female,170,65,25
5273,Female,171,67,25
5274,Female,158,61,23
5275,Male,169,81,27.5
5276,Female,154,47,22.5
5277,Female,166,68,24.5
5278,Male,175,93,29
5279,Male,176,87,28.5
5280,Female,160,60,25
5281,Female,155,59,22.5
5282,Male,180,85,29
5283,Female,154,53,22.5
5284,Male,171,81,28
5285,Female,155,56,22.5
5286,Male,175,78,28.5
5287,Female,149,54,21.5
5288,Female,166,62,24.5
5289,Male,179,88,28.5
5290,Male,176,79,28.5
5291,Male,175,84,28.5
5292,Female,165,65,24.5
5293,Male,185,93,29.5
5294,Female,166,65,25
5295,Male,175,86,28.5
5296,Female,170,65,25
5297,Female,149,46,22
5298,Female,172,73,26
5299,Female,170,68,24.5
5300,Female,170,63,25.5
5301,Female,158,60,23
5302,Male,174,81,28
5303,Female,165,66,24.5
5304,Male,178,84,28.5
5305,Male,184,92,29.5
5306,Male,171,82,28
5307,Male,171,77,28
5308,Female,170,67,25
5309,Male,199,111,
5310,Female,165,63,24.5
5311,Female,159,55,23.5
5312,Female,156,46,23
5313,Male,173,85,28
5314,Male,177,88,28.5
5315,Female,179,87,26.5
5316,Male,178,88,28.5
5317,Male,179,87,28.5
5318,Male,164,71,27.5
5319,Female,153,51,22.5
5320,Female,169,64,24.5
5321,Female,158,61,22
5322,Female,158,56,23
5323,Male,181,93,29
5324,Male,172,75,28
5325,Male,175,84,28.5
5326,Male,180,93,29
5327,Male,187,100,29.5
5328,Male,193,103,30
5329,Female,152,52,22.5
5330,Male,159,68,25.5
5331,Male,166,80,27.5
5332,Male,182,89,29
5333,Female,167,70,24.5
5334,Male,172,85,28
5335,Female,171,70,25
5336,Female,151,45,22
5337,Female,151,49,22
5338,Male,181,92,29
5339,Female,163,62,24
5340,Male,172,80,28
5341,Female,154,50,22.5
5342,Male,180,95,29
5343,Female,162,69,24
5344,Male,172,80,27.5
5345,Female,163,64,24
5346,Male,177,94,29
5347,Male,163,67,27
5348,Female,164,62,24.5
5349,Male,173,74,28
5350,Female,168,65,25
5351,Male,183,93,29
5352,Female,173,80,25.5
5353,Female,162,62,24
5354,Male,173,82,28
5355,Male,180,90,29
5356,Female,160,63,24
5357,Male,174,83,28
5358,Female,162,58,24
5359,Female,166,63,24.5
5360,Female,154,52,22.5
5361,Female,170,61,25
5362,Female,162,63,24
5363,Female,155,57,22.5
5364,Female,163,60,24
5365,Female,160,65,24
5366,Female,158,58,23
5367,Female,153,59,22.5
5368,Female,164,62,24.5
5369,Male,175,86,28.5
5370,Female,159,52,23
5371,Female,153,53,22.5
5372,Female,163,59,24
5373,Male,168,81,27.5
5374,Male,165,79,27.5
5375,Male,175,84,28.5
5376,Female,160,61,24.5
5377,Female,152,45,22.5
5378,Female,154,55,22.5
5379,Female,172,75,25.5
5380,Female,155,63,22.5
5381,Female,180,82,27.5
5382,Male,176,91,28.5
5383,Male,170,78,29
5384,Male,167,77,27.5
5385,Male,178,83,28.5
5386,Female,145,46,21
5387,Female,171,74,25
5388,Male,164,76,27
5389,Male,178,87,29
5390,Male,157,67,26
5391,Male,171,80,28
5392,Female,169,69,25
5393,Male,183,94,29
5394,Female,144,44,21
5395,Female,161,62,24
5396,Male,183,91,29
5397,Male,170,81,28
5398,Female,160,53,24
5399,Female,157,56,23
5400,Male,173,82,28
5401,Male,174,84,28
5402,Female,158,60,23
5403,Female,165,65,24.5
5404,Male,167,86,28
5405,Female,162,64,24
5406,Female,165,63,24.5
5407,Female,170,68,25
5408,Male,169,78,27.5
5409,Female,170,68,25
5410,Female,151,56,22
5411,Male,182,89,29
5412,Male,176,89,28.5
5413,Female,165,62,24
5414,Female,163,62,24
5415,Female,161,63,24
5416,Male,171,80,28
5417,Female,160,63,24
5418,Female,157,61,23
5419,Female,142,47,20.5
5420,Male,181,89,29
5421,Male,179,86,28.5
5422,Male,180,83,29
5423,Male,186,94,29.5
5424,Male,175,79,27.5
5425,Female,159,64,23
5426,Female,165,66,24.5
5427,Female,167,61,24.5
5428,Female,162,62,24
5429,Male,188,98,29.5
5430,Male,172,84,28
5431,Male,170,79,28
5432,Female,162,69,24
5433,Male,168,76,27.5
5434,Female,164,63,24.5
5435,Female,152,49,22.5
5436,Male,181,96,29
5437,Male,183,89,29
5438,Male,185,99,29.5
5439,Male,173,76,28
5440,Male,160,64,27
5441,Female,157,64,22.5
5442,Female,151,55,22
5443,Male,174,84,28
5444,Male,175,90,28.5
5445,Male,170,76,28
5446,Male,184,91,29
5447,Female,167,68,25
5448,Female,162,60,24
5449,Female,173,71,25.5
5450,Female,161,63,24
5451,Male,182,91,29
5452,Male,179,91,27.5
5453,Female,149,47,22
5454,Female,164,65,24.5
5455,Male,168,74,27.5
5456,Female,166,63,24.5
5457,Male,175,83,28.5
5458,Female,164,64,24.5
5459,Female,164,63,24.5
5460,Male,178,87,28.5
5461,Female,161,60,24
5462,Male,176,84,28.5
5463,Male,171,81,28
5464,Female,147,44,21
5465,Male,168,77,27.5
5466,Female,166,65,24.5
5467,Female,171,73,25
5468,Male,171,78,28
5469,Female,163,57,24
5470,Male,167,84,28
5471,Female,173,73,25.5
5472,Male,180,88,29
5473,Female,164,66,24.5
5474,Male,156,66,26
5475,Female,155,55,23.5
5476,Female,158,58,23
5477,Female,171,79,25
5478,Male,189,93,29.5
5479,Female,163,61,24
5480,Female,162,60,24
5481,Male,166,69,26.5
5482,Female,170,77,25
5483,Female,162,64,24
5484,Male,167,67,27.5
5485,Female,161,58,24
5486,Male,189,95,29
5487,Female,168,68,25
5488,Male,173,80,28
5489,Male,172,79,28
5490,Male,167,81,27.5
5491,Male,187,98,29.5
5492,Female,165,67,24.5
5493,Female,173,76,25.5
5494,Female,148,45,22
5495,Male,170,79,28
5496,Female,160,57,24
5497,Female,158,52,23
5498,Female,170,69,25.5
5499,Female,167,70,24.5
5500,Female,145,47,21.5
5501,Male,177,88,28.5
5502,Female,154,53,23.5
5503,Female,176,75,26.5
5504,Male,169,80,27.5
5505,Male,156,61,26
5506,Male,178,84,29.5
5507,Male,180,88,29
5508,Male,172,75,28
5509,Male,183,92,29
5510,Male,185,97,29.5
5511,Male,180,85,29
5512,Male,185,101,29.5
5513,Male,171,84,28
5514,Male,166,79,27.5
5515,Female,160,57,24
5516,Female,165,56,24.5
5517,Male,173,79,28
5518,Female,157,62,23
5519,Male,192,106,30
5520,Female,161,68,24
5521,Female,156,51,23
5522,Male,177,79,29
5523,Male,173,80,28
5524,Male,177,84,28.5
5525,Female,156,65,23
5526,Male,168,78,27.5
5527,Female,168,63,25
5528,Male,175,81,28.5
5529,Female,149,43,22
5530,Male,182,103,29.5
5531,Male,160,67,27
5532,Female,167,63,24.5
5533,Female,167,65,24.5
5534,Male,177,90,28.5
5535,Female,162,65,24
5536,Male,167,79,27.5
5537,Female,156,57,23
5538,Male,163,75,27
5539,Male,169,64,27.5
5540,Male,179,98,29
5541,Male,169,73,27.5
5542,Male,164,73,27
5543,Male,184,89,29
5544,Male,172,83,28
5545,Male,168,82,27.5
5546,Male,192,102,30
5547,Female,167,71,24.5
5548,Female,164,70,24.5
5549,Male,177,82,28.5
5550,Male,175,90,28.5
5551,Female,158,55,23
5552,Female,164,61,24.5
5553,Female,164,69,24.5
5554,Male,175,80,28.5
5555,Female,170,69,25
5556,Female,168,66,25
5557,Male,167,84,28
5558,Female,168,70,25
5559,Male,171,83,28
5560,Female,170,71,25
5561,Female,161,57,24
5562,Female,163,61,24
5563,Male,163,76,27
5564,Female,157,46,23
5565,Female,151,49,22
5566,Male,168,87,28
5567,Female,159,55,23
5568,Male,175,88,28.5
5569,Male,178,82,28.5
5570,Male,162,75,27
5571,Male,164,73,27
5572,Female,178,79,26.5
5573,Male,182,93,29
5574,Female,175,74,25.5
5575,Female,167,71,24.5
5576,Male,165,75,27.5
5577,Male,182,88,29
5578,Female,164,67,24.5
5579,Female,152,53,22.5
5580,Male,171,75,28
5581,Male,176,85,28.5
5582,Female,165,66,24.5
5583,Male,175,83,28.5
5584,Female,153,56,22.5
5585,Male,179,85,28.5
5586,Male,173,84,28
5587,Male,168,77,27.5
5588,Male,162,70,27
5589,Male,176,92,28.5
5590,Male,176,88,28.5
5591,Female,170,74,25
5592,Male,168,78,27.5
5593,Male,176,86,28.5
5594,Female,164,62,24.5
5595,Female,168,73,25.5
5596,Female,151,48,21.5
5597,Female,160,70,24
5598,Male,176,85,28.5
5599,Male,177,81,28.5
5600,Male,164,72,27
5601,Female,160,60,23.5
5602,Female,162,66,24
5603,Female,152,47,22.5
5604,Female,165,71,24.5
5605,Female,171,72,25
5606,Male,166,77,28
5607,Male,183,88,29
5608,Male,174,84,28
5609,Male,169,75,27.5
5610,Female,160,62,24
5611,Female,155,52,23
5612,Male,173,93,28.5
5613,Female,163,58,24
5614,Female,153,48,22
5615,Female,157,56,23
5616,Female,166,62,24.5
5617,Female,172,76,25.5
5618,Male,184,94,29
5619,Female,166,57,24.5
5620,Female,153,57,22.5
5621,Male,162,74,27
5622,Female,168,66,25
5623,Male,178,83,27.5
5624,Male,176,90,28.5
5625,Female,153,57,22.5
5626,Male,168,77,28
5627,Male,158,65,26
5628,Female,153,38,22.5
5629,Female,165,65,24.5
5630,Male,174,88,28
5631,Male,182,91,29.5
5632,Male,168,85,28
5633,Female,168,56,25
5634,Male,169,70,27
5635,Male,179,92,28.5
5636,Female,172,69,25.5
5637,Male,174,80,28.5
5638,Female,166,61,24.5
5639,Female,153,48,22.5
5640,Female,167,77,24.5
5641,Female,168,60,25
5642,Female,153,63,22.5
5643,Female,167,63,24.5
5644,Male,156,67,26
5645,Male,166,73,27
5646,Female,170,71,25.5
5647,Male,161,71,27
5648,Female,172,71,25.5
5649,Male,185,94,29.5
5650,Male,180,84,29
5651,Male,187,98,29.5
5652,Female,158,53,23
5653,Male,172,78,28
5654,Male,181,94,29.5
5655,Female,161,57,24
5656,Male,165,75,28
5657,Male,172,86,28
5658,Female,154,49,22.5
5659,Female,161,55,24
5660,Male,178,88,28.5
5661,Male,174,84,28
5662,Male,165,65,27.5
5663,Male,180,89,29
5664,Female,160,57,24
5665,Female,164,58,25.5
5666,Female,154,58,22.5
5667,Male,172,86,28
5668,Female,176,72,26.5
5669,Male,165,72,27.5
5670,Female,166,70,25
5671,Female,172,72,25.5
5672,Female,146,46,21
5673,Female,159,59,23
5674,Female,160,58,24
5675,Male,171,82,28
5676,Male,168,67,27.5
5677,Female,164,63,23.5
5678,Male,177,94,29
5679,Female,172,70,25.5
5680,Female,160,55,24
5681,Male,182,90,29
5682,Female,156,67,24
5683,Male,170,74,28
5684,Male,178,88,28.5
5685,Female,167,62,24.5
5686,Male,162,68,27
5687,Male,182,91,29
5688,Female,161,60,24
5689,Female,169,73,25
5690,Female,164,59,24.5
5691,Male,175,77,28.5
5692,Male,171,76,28
5693,Female,165,62,24
5694,Male,187,103,29.5
5695,Male,172,82,28
5696,Female,162,72,23.5
5697,Male,165,73,27.5
5698,Female,162,60,24
5699,Female,166,63,24.5
5700,Female,158,63,23
5701,Female,146,44,20.5
5702,Female,172,64,25.5
5703,Male,161,71,27
5704,Male,172,78,28
5705,Female,162,67,24
5706,Male,176,90,28.5
5707,Female,169,72,25
5708,Male,179,84,28.5
5709,Male,182,90,29
5710,Male,180,96,29
5711,Male,183,95,29
5712,Male,176,90,28.5
5713,Female,172,66,25.5
5714,Female,175,74,25.5
5715,Female,154,63,22.5
5716,Female,167,65,24.5
5717,Male,188,94,29.5
5718,Male,183,90,29
5719,Female,159,51,23
5720,Female,151,48,22
5721,Female,157,56,23
5722,Male,179,85,29.5
5723,Female,171,69,25
5724,Female,166,66,24
5725,Male,161,70,27
5726,Male,161,75,27
5727,Female,163,58,24
5728,Male,171,77,28
5729,Male,167,87,28
5730,Female,170,74,25
5731,Female,168,72,25
5732,Female,166,65,24.5
5733,Male,172,86,28
5734,Male,178,87,28.5
5735,Male,169,77,27.5
5736,Male,176,78,28.5
5737,Female,163,56,24
5738,Female,165,65,24.5
5739,Female,156,61,23
5740,Female,151,48,22
5741,Male,181,93,29
5742,Male,183,88,29
5743,Male,176,96,29
5744,Male,154,61,25
5745,Female,154,56,22.5
5746,Female,156,56,23
5747,Male,166,75,27.5
5748,Male,176,91,28.5
5749,Male,180,94,29
5750,Female,168,69,25
5751,Male,185,96,29.5
5752,Male,179,93,28.5
5753,Female,155,50,22.5
5754,Male,177,89,28.5
5755,Female,172,73,25.5
5756,Male,167,77,27.5
5757,Female,164,67,24.5
5758,Male,174,77,28
5759,Male,178,95,28.5
5760,Male,165,70,27.5
5761,Male,179,94,29
5762,Female,165,73,25.5
5763,Female,166,67,24.5
5764,Female,163,64,24
5765,Male,180,90,29
5766,Female,157,59,23
5767,Female,168,70,25
5768,Male,178,91,29
5769,Male,183,82,29
5770,Male,170,72,28
5771,Male,184,91,29.5
5772,Female,164,64,24.5
5773,Female,158,56,23
5774,Female,167,70,24.5
5775,Female,163,60,24
5776,Male,176,82,29
5777,Female,164,66,24.5
5778,Male,170,79,28.5
5779,Female,168,65,25
5780,Female,156,48,23
5781,Female,160,61,24
5782,Female,165,62,24.5
5783,Female,153,53,22.5
5784,Male,180,90,28.5
5785,Female,162,64,24
5786,Female,155,44,22.5
5787,Female,174,70,25.5
5788,Female,160,52,23.5
5789,Male,176,87,28.5
5790,Female,161,63,24
5791,Female,165,61,24.5
5792,Male,193,112,30.5
5793,Male,166,71,27.5
5794,Female,153,56,21.5
5795,Male,174,86,28
5796,Female,181,73,
5797,Female,156,52,23.5
5798,Male,177,92,28.5
5799,Female,160,60,24
5800,Female,156,53,23
5801,Male,200,122,
5802,Female,170,70,25
5803,Female,170,75,25
5804,Male,173,86,28
5805,Female,160,61,24
5806,Female,154,58,22.5
5807,Male,170,80,28
5808,Female,168,66,25
5809,Female,171,73,26
5810,Male,169,77,27.5
5811,Female,169,61,25
5812,Female,154,61,22.5
5813,Male,183,90,29
5814,Male,173,81,27
5815,Female,162,63,24
5816,Female,160,57,24
5817,Male,170,84,28
5818,Female,155,56,22.5
5819,Male,180,95,29
5820,Male,179,89,28.5
5821,Female,162,62,24
5822,Female,169,70,25.5
5823,Female,165,58,24.5
5824,Male,182,92,29
5825,Male,172,83,28
5826,Male,175,84,28.5
5827,Female,164,65,24.5
5828,Female,165,62,24.5
5829,Female,153,53,22.5
5830,Female,166,67,24.5
5831,Female,159,53,23
5832,Female,154,46,22.5
5833,Female,150,51,22
5834,Male,180,88,29.5
5835,Female,157,61,23
5836,Female,151,48,22
5837,Female,166,63,24.5
5838,Male,163,76,27
5839,Female,156,52,23
5840,Female,159,53,23
5841,Male,179,97,29
5842,Female,163,59,24
5843,Male,184,90,29
5844,Female,149,48,22
5845,Female,157,62,23
5846,Female,144,46,21
5847,Male,173,88,28
5848,Male,174,78,28
5849,Female,154,45,22.5
5850,Male,177,101,29
5851,Female,149,54,22
5852,Male,172,87,28
5853,Male,189,95,29.5
5854,Male,174,81,28
5855,Female,153,45,21.5
5856,Male,181,98,28.5
5857,Male,178,85,28.5
5858,Female,160,61,24
5859,Female,169,57,25
5860,Female,155,54,22.5
5861,Female,160,60,24
5862,Female,156,57,23.5
5863,Male,174,81,28
5864,Male,170,78,28
5865,Male,186,101,29
5866,Male,183,99,29
5867,Female,152,52,22
5868,Male,179,100,29
5869,Male,170,88,28.5
5870,Female,151,50,22.5
5871,Female,162,56,24
5872,Female,170,65,25.5
5873,Male,171,87,27.5
5874,Female,162,61,23.5
5875,Male,166,71,27
5876,Female,160,49,24
5877,Female,160,67,24
5878,Female,167,59,24.5
5879,Male,177,91,28.5
5880,Female,150,42,22
5881,Male,172,89,28.5
5882,Male,176,82,29
5883,Male,167,84,28
5884,Female,153,53,22.5
5885,Female,156,51,23
5886,Male,156,66,25.5
5887,Female,148,43,22
5888,Male,165,68,27.5
5889,Male,168,74,27.5
