PassengerId,Name,PClass,Age,Sex,Survived,SexCode,Title
724,"Colbert, Mr Patrick",3.0,24.0,male,0,0,Mr
725,"Coleff, Mr Fotio",3.0,24.0,male,0,0,Mr
726,"Coleff, Mr Peyo",3.0,36.0,male,0,0,Mr
727,"Conlin, Mr Thomas Henry",3.0,31.0,male,0,0,Mr
728,"Connaghton, Mr Michael",3.0,31.0,male,0,0,Mr
729,"Connolly, Miss Kate",3.0,30.0,female,0,1,Miss
730,"Connolly, Miss Kate",3.0,22.0,female,1,1,Miss
731,"Connors, Mr Patrick",3.0,30.397989417989415,male,0,0,Mr
732,"Cook, Mr Jacob",3.0,43.0,male,0,0,Mr
733,"Cor, Mr Bartol",3.0,35.0,male,0,0,Mr
734,"Cor, Mr Ivan",3.0,27.0,male,0,0,Mr
735,"Cor, Mr Ludovik",3.0,19.0,male,0,0,Mr
736,"Corn, Mr Harry",3.0,30.0,male,0,0,Mr
737,"Coutts, Mrs William (Minnie)",3.0,36.0,female,1,1,Mrs
738,"Coutts, Master Neville",3.0,3.0,male,1,0,Mr
739,"Coutts, Master William Leslie",3.0,9.0,male,1,0,Mr
740,"Coxon, Mr Daniel",3.0,59.0,male,0,0,Mr
741,"Crease, Mr Ernest James",3.0,19.0,male,0,0,Mr
742,"Cribb, Mr John Hatfield",3.0,44.0,male,0,0,Mr
743,"Cribb, Miss Laura Alice",3.0,17.0,female,1,1,Miss
744,"Daher, Mr Tannous",3.0,30.397989417989415,male,0,0,Mr
745,"Dahl, Mr Charles Edward",3.0,45.0,male,1,0,Mr
746,"Dahlberg, Miss Gerda Ulrika",3.0,22.0,female,0,1,Miss
747,"Dakic, Mr Branko",3.0,19.0,male,0,0,Mr
748,"Daly, Mr Eugene",3.0,29.0,male,1,0,Mr
749,"Daly, Miss Marcella",3.0,30.0,female,1,1,Miss
750,"Danbom, Mr Ernst Gilbert",3.0,34.0,male,0,0,Mr
751,"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)",3.0,28.0,female,0,1,Mrs
752,"Danbom, Master Gilbert Sigvard Emanuel",3.0,0.33,male,0,0,Mr
753,"Danoff, Mr Yoto",3.0,27.0,male,0,0,Mr
754,"Dantchoff, Mr Khristo",3.0,25.0,male,0,0,Mr
755,"Davies, Mr Alfred",3.0,24.0,male,0,0,Mr
756,"Davies, Mr Evan",3.0,22.0,male,0,0,Mr
757,"Davies, Mr John",3.0,21.0,male,0,0,Mr
758,"Davies, Mr Joseph",3.0,17.0,male,0,0,Mr
759,"Davison, Mr Thomas Henry",3.0,30.397989417989415,male,0,0,Mr
760,"Davison, Mrs Thomas Henry (Mary Finck)",3.0,30.397989417989415,female,1,1,Mrs
761,"Dean, Mr Bertram",3.0,26.0,male,0,0,Mr
762,"Dean, Mrs Bertram (Eva)",3.0,33.0,female,1,1,Mrs
763,"Dean, Master Bertram Vere",3.0,1.0,male,1,0,Mr
764,"Dean, Miss Elizabeth Gladys (Millvena)",3.0,0.17,female,1,1,Miss
765,"Delalic, Mr Regyo",3.0,25.0,male,0,0,Mr
766,"De Messemaeker, Mr William Joseph",3.0,36.0,male,1,0,Mr
767,"De Messemaeker, Mrs William Joseph (Anna)",3.0,36.0,female,1,1,Mrs
768,"De Mulder, Mr Theo",3.0,30.0,male,1,0,Mr
769,"Denkoff, Mr Mito",3.0,30.397989417989415,male,0,0,Mr
770,"Dennis, Mr Samuel",3.0,23.0,male,0,0,Mr
771,"Dennis, Mr William",3.0,26.0,male,0,0,Mr
772,"Devaney, Miss Margaret",3.0,19.0,female,1,1,Miss
773,"Dewan, Mr Frank",3.0,65.0,male,0,0,Mr
774,"Dibo, Mr Elias",3.0,30.397989417989415,male,0,0,Mr
775,"Dimic, Mr Jovan",3.0,42.0,male,0,0,Mr
776,"Dintcheff, Mr Valtcho",3.0,43.0,male,0,0,Mr
777,"Dooley, Mr Patrick",3.0,32.0,male,0,0,Mr
778,"Dorkings, Mr Edward Arthur",3.0,19.0,male,1,0,Mr
779,"Dowdell, Miss Elizabeth",3.0,30.0,female,1,1,Miss
780,"Doyle, Miss Elizabeth",3.0,24.0,female,0,1,Miss
781,"Drapkin, Miss Jennie",3.0,23.0,female,1,1,Miss
782,"Drazonovic, Mr Josef",3.0,30.397989417989415,male,0,0,Mr
783,"Driscoll, Miss Bridget",3.0,24.0,female,1,1,Miss
784,"Duquemin, Mr Joseph",3.0,24.0,male,1,0,Mr
785,"Dyker, Mr Adolf Fredrik",3.0,23.0,male,0,0,Mr
786,"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)",3.0,22.0,female,1,1,Mrs
787,"Econovic, Mr Joso",3.0,30.397989417989415,male,0,0,Mr
788,"Edvardsson, Mr Gustaf Hjalmar",3.0,18.0,male,0,0,Mr
789,"Eklund, Mr Hans Linus",3.0,16.0,male,0,0,Mr
790,"Ekstrom, Mr Johan",3.0,45.0,male,0,0,Mr
791,"Elias, Mr Elias",3.0,30.397989417989415,male,0,0,Mr
792,"Elias, Mr John",3.0,30.397989417989415,male,0,0,Mr
793,"Elias, Mr Joseph",3.0,30.397989417989415,male,0,0,Mr
794,"Elsbury, Mr James",3.0,47.0,male,0,0,Mr
795,"Emanuel, Miss Virginia Ethel",3.0,5.0,female,1,1,Miss
796,"Emmeth, Mr Thomas",3.0,30.397989417989415,male,0,0,Mr
797,"Everett, Thomas James",3.0,30.397989417989415,male,0,0,Mr
798,"Farrell, Mr James",3.0,30.397989417989415,male,0,0,Mr
799,"Finoli, Mr Luigi",3.0,30.397989417989415,male,1,0,Mr
800,"Fischer, Mr Eberhard Telander",3.0,30.397989417989415,male,0,0,Mr
801,"Flynn, Mr James",3.0,30.397989417989415,male,0,0,Mr
802,"Flynn, Mr John",3.0,30.397989417989415,male,0,0,Mr
803,"Foley, Mr Joseph",3.0,30.397989417989415,male,0,0,Mr
804,"Foley, Mr William",3.0,30.397989417989415,male,0,0,Mr
805,"Foo, Mr Choong",3.0,30.397989417989415,male,1,0,Mr
806,"Ford, Mr Arthur",3.0,30.397989417989415,male,0,0,Mr
807,"Ford, Miss Doolina Margaret",3.0,21.0,female,0,1,Miss
808,"Ford, Mr Edward Watson",3.0,18.0,male,0,0,Mr
809,"Ford, Miss Maggie",3.0,9.0,female,0,1,Miss
810,"Ford, Mrs Edward (Margaret Ann)",3.0,48.0,female,0,1,Mrs
811,"Ford, Mr Neil Watson",3.0,16.0,male,0,0,Mr
812,"Fox, Mr Patrick",3.0,30.397989417989415,male,0,0,Mr
813,"Franklin, Mr Charles",3.0,30.397989417989415,male,0,0,Mr
814,"Gallagher, Mr Martin",3.0,25.0,male,0,0,Mr
815,"Garfirth, Mr John",3.0,30.397989417989415,male,0,0,Mr
816,"Georges, Mrs Shahini Weappi",3.0,38.0,female,1,1,Mrs
817,"Gilinski, Mr Leslie",3.0,22.0,male,0,0,Mr
818,"Gilnagh, Miss Katie",3.0,16.0,female,1,1,Miss
819,"Glynn, Miss Mary Agatha",3.0,30.397989417989415,female,1,1,Miss
820,"Goldsmith, Mr Frank John",3.0,33.0,male,0,0,Mr
821,"Goldsmith, Mrs Frank John (Emily A Brown)",3.0,30.397989417989415,female,1,1,Mrs
822,"Goldsmith, Master Frank John William",3.0,9.0,male,1,0,Mr
823,"Goldsmith, Mr Nathan",3.0,41.0,male,0,0,Mr
824,"Goncalves, Mr Manuel Estanslas",3.0,38.0,male,0,0,Mr
825,"Goodwin, Mr Frederick",3.0,40.0,male,0,0,Mr
826,"Goodwin, Mrs Frederick (Augusta)",3.0,43.0,female,0,1,Mrs
827,"Goodwin, Mr Charles E",3.0,14.0,male,0,0,Mr
828,"Goodwin, Miss Lillian A",3.0,16.0,female,0,1,Miss
829,"Goodwin, Master Harold V",3.0,9.0,male,0,0,Mr
830,"Goodwin, Miss Jessie A",3.0,10.0,female,0,1,Miss
831,"Goodwin, Master Sidney L",3.0,6.0,male,0,0,Mr
832,"Goodwin, Master William F",3.0,11.0,male,0,0,Mr
833,"Green, Mr George",3.0,40.0,male,0,0,Mr
834,"Gronnestad, Mr Daniel Danielsen",3.0,32.0,male,0,0,Mr
835,"Guest, Mr Robert",3.0,30.397989417989415,male,0,0,Mr
836,"Gustafsson, Mr Alfred Ossian",3.0,20.0,male,0,0,Mr
837,"Gustafsson, Mr Anders Vilhelm",3.0,37.0,male,0,0,Mr
838,"Gustafsson, Mr Johan Birger",3.0,28.0,male,0,0,Mr
839,"Gustafsson, Mr Karl Gideon",3.0,19.0,male,0,0,Mr
840,"Haas, Miss Aloisia",3.0,24.0,female,0,1,Miss
841,"Hagardon, Miss Kate",3.0,17.0,female,0,1,Miss
842,"Hagland, Mr Ingvald Olsen",3.0,30.397989417989415,male,0,0,Mr
843,"Hagland, Mr Konrad Mathias Reiersen",3.0,30.397989417989415,male,0,0,Mr
844,"Hakkarainen, Mr Pekko Pietari",3.0,28.0,male,0,0,Mr
845,"Hakkarainen, Mrs Pekko Pietari",3.0,24.0,female,1,1,Mrs
846,"Hampe, Mr Leon",3.0,20.0,male,0,0,Mr
847,"Hansen, Mr Claus Peter",3.0,41.0,male,0,0,Mr
848,"Hansen, Mrs Claus Peter",3.0,45.0,female,1,1,Mrs
849,"Hansen, Mr Henrik Juul",3.0,26.0,male,0,0,Mr
850,"Hansen, Mr Henry Damsgaard",3.0,21.0,male,0,0,Mr
851,"Harknett, Miss Alice",3.0,30.397989417989415,female,0,1,Miss
852,"Harmer, Mr Abraham",3.0,30.397989417989415,male,0,0,Mr
853,"Hart, Mr Henry",3.0,30.397989417989415,male,0,0,Mr
854,"Hassan, Mr M Houssein",3.0,30.397989417989415,male,0,0,Mr
855,"Healy, Miss Nora",3.0,30.397989417989415,female,0,1,Miss
856,"Hedman, Mr Oscar",3.0,27.0,male,1,0,Mr
857,"Hee, Mr Ling",3.0,30.397989417989415,male,0,0,Mr
858,"Hegarty, Miss Nora",3.0,18.0,female,0,1,Miss
859,"Heikkinen, Miss Laina",3.0,26.0,female,1,1,Miss
860,"Heininen, Miss Wendla Maria",3.0,23.0,female,0,1,Miss
861,"Hellstrom, Hilda Maria",3.0,22.0,female,1,1,Mrs
862,"Hemming, Miss Nora",3.0,30.397989417989415,female,0,1,Miss
863,"Hendekovic, Mr Ignaz",3.0,30.397989417989415,male,0,0,Mr
864,"Henery, Delia",3.0,30.397989417989415,female,0,1,Mrs
865,"Henriksson, Jenny Lovisa",3.0,28.0,female,0,1,Mrs
866,"Hirvonen, Mrs Alexander",3.0,22.0,female,1,1,Mrs
867,"Hirvonen, Miss Hildur E",3.0,2.0,female,0,1,Miss
868,"Holm, Mr John Frederik Alexander",3.0,43.0,male,0,0,Mr
869,"Holthen, Mr Johan Martin",3.0,30.397989417989415,male,0,0,Mr
870,"Honkanen, Miss Eluna",3.0,27.0,female,1,1,Miss
871,"Horgan, Mr John",3.0,30.397989417989415,male,0,0,Mr
872,"Howard, Miss May",3.0,30.397989417989415,female,1,1,Miss
873,"Humblin, Mr Adolf Mathias Nicolai Olsen",3.0,42.0,male,0,0,Mr
874,"Hyman, Mr Abraham",3.0,30.397989417989415,male,1,0,Mr
875,"Ilieff, Mr Ylio",3.0,30.397989417989415,male,0,0,Mr
876,"Ilmakangas, Miss Ida Livija",3.0,27.0,female,0,1,Miss
877,"Ilmakangas, Miss Pieta Sofia",3.0,25.0,female,0,1,Miss
878,"Ivanoff, Mr Konio",3.0,30.397989417989415,male,0,0,Mr
879,"Jansen, Mr Carl Olof",3.0,27.0,male,1,0,Mr
880,"Jardin, Mr Jose Netto",3.0,30.397989417989415,male,0,0,Mr
881,"Jensen, Miss Carla Christine",3.0,19.0,female,1,1,Miss
882,"Jensen, Mr Hans Peder",3.0,20.0,male,0,0,Mr
883,"Jensen, Mr Niels Peder",3.0,48.0,male,0,0,Mr
884,"Jensen, Mr Svend Lauritz",3.0,17.0,male,0,0,Mr
885,"Jermyn, Miss Annie",3.0,30.397989417989415,female,1,1,Miss
886,"Johannesen-Bratthammer, Mr Bernt",3.0,30.397989417989415,male,0,0,Mr
887,"Johanson, Mr Jakob Alfred",3.0,34.0,male,0,0,Mr
888,"Johansson, Mr Erik",3.0,22.0,male,0,0,Mr
889,"Johansson, Mr Gustaff Joel",3.0,33.0,male,0,0,Mr
890,"Johansson, Mr Karl Johan",3.0,32.0,male,1,0,Mr
891,"Johansson, Mr Nils",3.0,29.0,male,0,0,Mr
892,"Johansson, Oscar L",3.0,26.0,male,1,0,Mr
893,"Johnson, Mr Alfred",3.0,49.0,male,0,0,Mr
894,"Johnson, Miss Eleanor Ileen",3.0,1.0,female,1,1,Miss
895,"Johnson, Mr Malkolm Joackim",3.0,33.0,male,0,0,Mr
896,"Johnson, Master Harold Theodor",3.0,4.0,male,1,0,Mr
897,"Johnson, Mrs Oscar W",3.0,24.0,female,0,1,Mrs
898,"Johnson, Mr William Cahoone Jr",3.0,19.0,male,0,0,Mr
899,"Johnston, Mr Andrew G",3.0,30.397989417989415,male,0,0,Mr
900,"Johnston, Mrs Andrew G",3.0,30.397989417989415,female,0,1,Mrs
901,"Johnston, Miss Catherine H",3.0,30.397989417989415,female,0,1,Miss
902,"Johnston, Master William A",3.0,30.397989417989415,male,0,0,Mr
903,"Jonkoff, Mr Lazor",3.0,30.397989417989415,male,0,0,Mr
904,"Jonsson, Mr Carl",3.0,32.0,male,1,0,Mr
905,"Jonsson, Nils Hilding",3.0,27.0,male,0,0,Mr
906,"Jussila, Miss Aina Maria",3.0,21.0,female,0,1,Miss
907,"Jussila, Mr Erik",3.0,32.0,male,1,0,Mr
908,"Jussila, Miss Katriina",3.0,20.0,female,0,1,Miss
909,"Kallio, Mr Nikolai Erland",3.0,17.0,male,0,0,Mr
910,"Kalvig, Mr Johannes K Halverson",3.0,21.0,male,0,0,Mr
911,"Karajic, Mr Milan",3.0,30.0,male,0,0,Mr
912,"Karlsson, Mr Einar Gervasius",3.0,21.0,male,1,0,Mr
913,"Karlsson, Mr Julius Konrad Eugen",3.0,23.0,male,0,0,Mr
914,"Karlsson, Mr Nils August",3.0,22.0,male,0,0,Mr
915,"Karun, Miss Anna Mary",3.0,4.0,female,1,1,Miss
916,"Karun, Mr Franz",3.0,39.0,male,0,0,Mr
917,"Kassem, Mr Fared",3.0,30.397989417989415,male,0,0,Mr
918,"Keane, Mr Andrew",3.0,20.0,male,0,0,Mr
919,"Keefe, Mr Arthur",3.0,30.397989417989415,male,0,0,Mr
920,"Kekic, Mr Tido",3.0,30.397989417989415,male,0,0,Mr
921,"Kelly, Miss Anna Kate",3.0,21.0,female,1,1,Miss
922,"Kelly, Mr James",3.0,44.0,male,0,0,Mr
923,"Kelly, Mr James",3.0,42.0,male,0,0,Mr
924,"Kelly, Miss Mary",3.0,21.0,female,1,1,Miss
925,"Kennedy, Mr John",3.0,24.0,male,0,0,Mr
926,"Khalil, Mr Betros",3.0,30.397989417989415,male,0,0,Mr
927,"Khalil, Mrs Betros",3.0,30.397989417989415,female,0,1,Mrs
928,"Khalil, Mr Saad",3.0,30.397989417989415,male,0,0,Mr
929,"Kiernan, Mr John",3.0,25.0,male,0,0,Mr
930,"Kiernan, Mr Philip",3.0,22.0,male,0,0,Mr
931,"Kilgannon, Mr Thomas",3.0,22.0,male,0,0,Mr
932,"Kink, Mr Anton",3.0,39.0,male,1,0,Mr
933,"Kink, Mrs Anton (Louise Heilmann)",3.0,26.0,female,0,1,Mrs
934,"Kink, Miss Louise Gretchen",3.0,4.0,female,1,1,Miss
935,"Kink, Miss Maria",3.0,22.0,female,0,1,Miss
936,"Kink, Mr Vincenz",3.0,26.0,male,0,0,Mr
937,"Klasen, Miss Gertrud Emilia",3.0,1.5,female,0,1,Miss
938,"Klasen, Mrs Hulda Kristina",3.0,36.0,female,0,1,Mrs
939,"Klasen, Mr Klas Albin",3.0,18.0,male,0,0,Mr
940,"Kraeff, Mr Theodor",3.0,30.397989417989415,male,0,0,Mr
941,"Krekorian, Mr Neshan",3.0,25.0,male,1,0,Mr
942,"Lahowd, Mr Sarkis",3.0,30.397989417989415,male,0,0,Mr
943,"Laitinen, Miss Kritina Sofia",3.0,37.0,female,0,1,Miss
944,"Laleff, Mr Kristo",3.0,30.397989417989415,male,0,0,Mr
945,"Lam, Mr Ali",3.0,30.397989417989415,male,1,0,Mr
946,"Lam, Mr Len",3.0,30.397989417989415,male,0,0,Mr
947,"Landegren, Miss Aurora Adelia",3.0,22.0,female,1,1,Miss
948,"Lane, Mr Patrick",3.0,20.0,male,0,0,Mr
949,"Lang, Mr Fang",3.0,26.0,male,1,0,Mr
950,"Larsson, Mr August Viktor",3.0,29.0,male,0,0,Mr
951,"Larsson, Mr Bengt Edvin",3.0,29.0,male,0,0,Mr
952,"Larsson-Rondberg, Mr Edvard",3.0,22.0,male,0,0,Mr
953,"Leeni, Mr Fahim",3.0,30.397989417989415,male,1,0,Mr
954,"Lefebre, Mrs Frank",3.0,30.397989417989415,female,0,1,Mrs
955,"Lefebre, Master Henry",3.0,30.397989417989415,male,0,0,Mr
956,"Lefebre, Miss Ida",3.0,30.397989417989415,female,0,1,Miss
957,"Lefebre, Miss Jeannie",3.0,30.397989417989415,female,0,1,Miss
958,"Lefebre, Miss Mathilde",3.0,30.397989417989415,female,0,1,Miss
959,"Leinonen, Mr Antti Gustaf",3.0,32.0,male,0,0,Mr
960,"Lemberopolous, Mr Peter L",3.0,30.397989417989415,male,0,0,Mr
961,"Lemom, Mr Denis",3.0,21.0,male,0,0,Mr
962,"Lemon, Miss Mary",3.0,21.0,female,0,1,Miss
963,"Leonard, Mr Lionel",3.0,36.0,male,0,0,Mr
964,"Lester, Mr James",3.0,39.0,male,0,0,Mr
965,"Lindahl, Miss Agda V",3.0,25.0,female,0,1,Miss
966,"Lindblom, Miss Augusta Charlotta",3.0,45.0,female,0,1,Miss
967,"Lindell, Mr Edvard Bengtsson",3.0,36.0,male,0,0,Mr
968,"Lindell, Mrs Edvard Bengtsson",3.0,30.0,female,0,1,Mrs
969,"Lindqvist, Eino William",3.0,20.0,male,1,0,Mr
970,"Linehan, Mr Michael",3.0,30.397989417989415,male,0,0,Mr
971,"Ling, Mr Lee",3.0,30.397989417989415,male,0,0,Mr
972,"Lithman, Mr Simon",3.0,30.397989417989415,male,0,0,Mr
973,"Lobb, Mr William Arthur",3.0,30.397989417989415,male,0,0,Mr
974,"Lobb, Mrs William Arthur",3.0,30.397989417989415,female,0,1,Mrs
975,"Lockyer, Mr Edward",3.0,30.397989417989415,male,0,0,Mr
976,"Lovell, Mr John",3.0,30.397989417989415,male,0,0,Mr
977,"Lulich, Mr Nicola",3.0,30.397989417989415,male,1,0,Mr
978,"Lundahl, Mr Johan",3.0,30.397989417989415,male,0,0,Mr
979,"Lundin, Miss Olga Elida",3.0,30.397989417989415,female,1,1,Miss
980,"Lundstrom, Mr Thure Edvin",3.0,30.397989417989415,male,0,0,Mr
981,"Lyntakoff, Mr Stanko",3.0,30.397989417989415,male,0,0,Mr
982,"MacKay, Mr George William",3.0,30.397989417989415,male,0,0,Mr
983,"Madigan, Miss Margaret",3.0,30.397989417989415,female,1,1,Miss
984,"Madsen, Mr Frithiof",3.0,30.397989417989415,male,0,0,Mr
985,"Maenpaa, Mr Matti Alexanteri",3.0,30.397989417989415,male,0,0,Mr
986,"Mahon, Miss Delia",3.0,30.397989417989415,female,0,1,Miss
987,"Maisner, Mr Simon",3.0,30.397989417989415,male,0,0,Mr
988,"Makinen, Mr Kalle Edvard",3.0,30.397989417989415,male,0,0,Mr
989,"Mamee, Mr Hanna",3.0,30.397989417989415,male,1,0,Mr
990,"Mangan, Miss Mary",3.0,30.397989417989415,female,0,1,Miss
991,"Mannion, Miss Margareth",3.0,30.397989417989415,female,1,1,Miss
992,"Mansour, Mr Hanna",3.0,30.397989417989415,male,0,0,Mr
993,"Mardirosian, Mr Sarkis",3.0,30.397989417989415,male,0,0,Mr
994,"Marinko, Mr Dmitri",3.0,30.397989417989415,male,0,0,Mr
995,"Markim, Mr Johann",3.0,30.397989417989415,male,0,0,Mr
996,"Markoff, Mr Marin",3.0,30.397989417989415,male,0,0,Mr
997,"Masselmany, Mrs Fatima",3.0,30.397989417989415,female,1,1,Mrs
998,"Matinoff, Mr Nicola",3.0,30.397989417989415,male,0,0,Mr
999,"McCarthy, Miss Katie",3.0,30.397989417989415,female,1,1,Miss
1000,"McCormack, Mr Thomas J",3.0,30.397989417989415,male,0,0,Mr
1001,"McCoy, Miss Agnes",3.0,30.397989417989415,female,0,1,Miss
1002,"McCoy, Miss Alice",3.0,30.397989417989415,female,0,1,Miss
1003,"McCoy, Mr Bernard",3.0,30.397989417989415,male,0,0,Mr
1004,"McDermott, Miss Delia",3.0,30.397989417989415,female,0,1,Miss
1005,"McElroy, Mr Michael",3.0,30.397989417989415,male,0,0,Mr
1006,"McGovern, Mrs Hugh",3.0,30.397989417989415,female,1,1,Mrs
1007,"McGowan, Miss Anna",3.0,30.397989417989415,female,0,1,Miss
1008,"McGowan, Miss Katherine",3.0,30.397989417989415,female,0,1,Miss
1009,"McMahon, Mr Martin",3.0,30.397989417989415,male,0,0,Mr
1010,"McNamee, Mr Neal",3.0,30.397989417989415,male,0,0,Mr
1011,"McNamee, Mrs Neal",3.0,30.397989417989415,female,0,1,Mrs
1012,"Meanwell, Miss Marion Ogden",3.0,30.397989417989415,female,0,1,Miss
1013,"Mechen, Mr John",3.0,30.397989417989415,male,0,0,Mr
1014,"Meek, Mrs Thomas",3.0,30.397989417989415,female,0,1,Mrs
1015,"Melkebuk, Mrs Philemon",3.0,23.0,female,0,1,Mrs
1016,"Meo, Mr Alfonso",3.0,30.397989417989415,male,0,0,Mr
1017,"Midtsjo, Mr Karl Albert",3.0,30.397989417989415,male,1,0,Mr
1018,"Mihoff, Mr Stoytcho",3.0,30.397989417989415,male,0,0,Mr
1019,"Miles, Mr Frank",3.0,30.397989417989415,male,0,0,Mr
1020,"Mineff, Mr Ivan",3.0,30.397989417989415,male,0,0,Mr
1021,"Minkoff, Mr Lazar",3.0,30.397989417989415,male,0,0,Mr
1022,"Mirko, Mr Dika",3.0,30.397989417989415,male,0,0,Mr
1023,"Mitkoff, Mr Mito",3.0,30.397989417989415,male,0,0,Mr
1024,"Mocklare, Miss Helen Mary",3.0,30.397989417989415,female,1,1,Miss
1025,"Moen, Mr Sigurd H",3.0,30.397989417989415,male,0,0,Mr
1026,"Moor, Mrs Beila",3.0,30.397989417989415,female,1,1,Mrs
1027,"Moor, Master Meier",3.0,30.397989417989415,male,0,0,Mr
1028,"Moore, Mr Leonard Charles",3.0,30.397989417989415,male,0,0,Mr
1029,"Moran, Miss Bertha",3.0,30.397989417989415,female,1,1,Miss
1030,"Moran, Mr Daniel J",3.0,30.397989417989415,male,0,0,Mr
1031,"Moran, Mr James",3.0,30.397989417989415,male,0,0,Mr
1032,"Morley, Mr Henry Samuel",3.0,30.397989417989415,male,0,0,Mr
1033,"Morrow, Mr Thomas Rowan",3.0,30.397989417989415,male,0,0,Mr
1034,"Moubarek (Borak), Mr Hanna (John)",3.0,30.397989417989415,male,1,0,Mr
1035,"Moubarek, Mrs George",3.0,30.397989417989415,female,0,1,Mrs
1036,"Moubarek, Master George",3.0,30.397989417989415,male,0,0,Mr
1037,"Moubarek, Master William George",3.0,30.397989417989415,male,0,0,Mr
1038,"Moss, Albert Johan",3.0,30.397989417989415,male,0,0,Mr
1039,"Moussa, Mrs Mantoura Baloics",3.0,30.397989417989415,female,0,1,Mrs
1040,"Moutal, Mr Rahamin",3.0,30.397989417989415,male,0,0,Mr
1041,"Mullins, Miss Katie",3.0,30.397989417989415,female,1,1,Miss
1042,"Mulvihill, Miss Bertha E",3.0,30.397989417989415,female,0,1,Miss
1043,"Murdlin, Mr Joseph",3.0,30.397989417989415,male,0,0,Mr
1044,"Murphy, Miss Katherine",3.0,30.397989417989415,female,0,1,Miss
1045,"Murphy, Miss Margaret",3.0,30.397989417989415,female,0,1,Miss
1046,"Murphy, Miss Nora",3.0,30.397989417989415,female,0,1,Miss
1047,"Myhrman, Mr Pehr Fabian Oliver Malkolm",3.0,30.397989417989415,male,0,0,Mr
1048,"Nackid, Miss Maria",3.0,30.397989417989415,female,1,1,Miss
1049,"Nackid, Mr Said",3.0,30.397989417989415,male,0,0,Mr
1050,"Nackid, Mrs Said",3.0,30.397989417989415,female,0,1,Mrs
1051,"Nahill, Mr Toufik",3.0,30.397989417989415,male,0,0,Mr
1052,"Naidenoff, Mr Penko",3.0,30.397989417989415,male,0,0,Mr
1053,"Nancarrow, W H",3.0,30.397989417989415,male,0,0,Mr
1054,"Niklasen, Sander",3.0,30.397989417989415,male,0,0,Mr
1055,"Nosworthy, Richard C",3.0,30.397989417989415,male,0,0,Mr
1056,"Najib, Miss Adele Kiamie",3.0,30.397989417989415,female,1,1,Miss
1057,"Nancarrow, Mr William Henry",3.0,30.397989417989415,male,0,0,Mr
1058,"Nankoff, Mr Minko",3.0,30.397989417989415,male,0,0,Mr
1059,"Nasr, Mr Mustafa",3.0,30.397989417989415,male,0,0,Mr
1060,"Nassr, Mr Saade Jean",3.0,30.397989417989415,male,0,0,Mr
1061,"Naughton, Miss Hannah",3.0,30.397989417989415,female,0,1,Miss
1062,"Nemaugh, Mr Robert",3.0,30.397989417989415,male,0,0,Mr
1063,"Nenkoff, Mr Christo",3.0,30.397989417989415,male,0,0,Mr
1064,"Nicola-Yarred, Miss Jamila",3.0,30.397989417989415,female,1,1,Miss
1065,"Nicola-Yarred, Master Elias",3.0,30.397989417989415,male,0,0,Mr
1066,"Nieminen, Miss Manta Josefina",3.0,30.397989417989415,female,0,1,Miss
1067,"Niklasson, Mr Samuel",3.0,30.397989417989415,male,0,0,Mr
1068,"Nilsson, Mr August Ferdinand",3.0,30.397989417989415,male,0,0,Mr
1069,"Nilsson, Miss Berta Olivia",3.0,30.397989417989415,female,1,1,Miss
1070,"Nilsson, Miss Helmina Josefina",3.0,30.397989417989415,female,0,1,Miss
1071,"Niskanen, Mr Johan",3.0,30.397989417989415,male,0,0,Mr
1072,"Nosworthy, Mr Richard Cater",3.0,30.397989417989415,male,0,0,Mr
1073,"Novel, Mansouer",3.0,30.397989417989415,male,1,0,Mr
1074,"Nysten, Miss Anna",3.0,30.397989417989415,female,0,1,Miss
1075,"Nysveen, Mr Johan H",3.0,30.397989417989415,male,0,0,Mr
1076,"O'Brien, Mr Denis",3.0,30.397989417989415,male,0,0,Mr
1077,"O'Brien, Mr Thomas",3.0,30.397989417989415,male,0,0,Mr
1078,"O'Brien, Mrs Thomas",3.0,30.397989417989415,female,1,1,Mrs
1079,"O'Connell, Mr Patrick D",3.0,30.397989417989415,male,0,0,Mr
1080,"O'Connor, Mr Maurice",3.0,30.397989417989415,male,0,0,Mr
1081,"O'Connor, Mr Patrick",3.0,30.397989417989415,male,0,0,Mr
1082,"Odahl, Mr Nils Martin",3.0,30.397989417989415,male,1,0,Mr
1083,"O'Dwyer, Miss Nellie",3.0,30.397989417989415,female,0,1,Miss
1084,"Ohman, Miss Velin",3.0,30.397989417989415,female,0,1,Miss
1085,"O'Keefe, Mr Patrick",3.0,30.397989417989415,male,0,0,Mr
1086,"OLeary, Miss Norah",3.0,30.397989417989415,female,0,1,Miss
1087,"Olsen, Master Arthur",3.0,30.397989417989415,male,0,0,Mr
1088,"Olsen, Mr Charlie (Carl)",3.0,30.397989417989415,male,0,0,Mr
1089,"Olsen, Mr Henry Margido",3.0,30.397989417989415,male,0,0,Mr
1090,"Olsen, Mr Ole M",3.0,30.397989417989415,male,0,0,Mr
1091,"Olsson, Miss Elida",3.0,30.397989417989415,female,0,1,Miss
1092,"Olsson, Mr Nils Johan",3.0,30.397989417989415,male,0,0,Mr
